Date,Day,Incub_type,Waterbath,Position,Polyp_ID,State,Colony,Colony_ms,Time_inWB,Time_read,tank,Time_incub,Timeincub_dec,SA_cm2,Pn_mg,Pn_ug,Temp_byIncub_mean,Temp_byIncub_sd,Temp_byWB_mean,Temp_byWB_sd
2019-11-23,4,Dark,2,6,S.60.24,Symbiotic,60,RS3,15H 10M 0S,17H 26M 0S,S2,2H 16M 0S,2.27,3.17,-0.008125986802993607,-8.125986802993607,23.95,0.2,23.77,0.11
2019-11-23,4,Dark,2,7,S.6.10,Symbiotic,6,RS1,15H 11M 0S,17H 30M 0S,S3,2H 19M 0S,2.32,2.19,-0.012209269931019145,-12.209269931019145,23.95,0.2,23.77,0.11
2019-11-23,4,Dark,2,8,B.6.22,Bleached,6,RS1,15H 13M 0S,17H 2M 0S,B3,2H -11M 0S,1.82,2.4,-0.005371372794624126,-5.3713727946241265,23.95,0.2,23.77,0.11
2019-11-23,4,Dark,2,9,S.6.32,Symbiotic,6,RS1,15H 14M 0S,17H 33M 0S,S4,2H 19M 0S,2.32,3.15,-0.008488349571089501,-8.4883495710895,23.95,0.2,23.77,0.11
2019-11-23,4,Dark,2,10,B.6.8,Bleached,6,RS1,15H 16M 0S,17H 38M 0S,B4,2H 22M 0S,2.37,2.82,-0.00847651328595961,-8.47651328595961,23.95,0.2,23.77,0.11
2019-11-23,4,Dark,2,11,S.53.2,Symbiotic,53,RS2,15H 18M 0S,17H 55M 0S,S3,2H 37M 0S,2.62,1.4,-0.007703729565072087,-7.703729565072087,23.95,0.2,23.77,0.11
2019-11-23,4,Dark,3,7,B.53.40,Bleached,53,RS2,15H 28M 0S,18H 20M 0S,B3,3H -8M 0S,2.87,1.38,-0.013508718677469663,-13.508718677469663,23.95,0.2,24.03,0.09
2019-11-23,4,Dark,3,1,S.53.33,Symbiotic,53,RS2,15H 21M 0S,18H 0M 0S,S4,3H -21M 0S,2.65,2,-0.009164287204264276,-9.164287204264276,23.95,0.2,24.03,0.09
2019-11-23,4,Dark,3,2,B.53.19,Bleached,53,RS2,15H 23M 0S,18H 11M 0S,B4,3H -12M 0S,2.8,1.83,-0.010108886196756796,-10.108886196756796,23.95,0.2,24.03,0.09
2019-11-23,4,Dark,3,4,S.60.2,Symbiotic,60,RS3,15H 25M 0S,18H 4M 0S,S3,3H -21M 0S,2.65,2.2,-0.009864617870085874,-9.864617870085874,23.95,0.2,24.03,0.09
2019-11-23,4,Dark,3,5,B.60.19,Bleached,60,RS3,15H 26M 0S,18H 16M 0S,B3,3H -10M 0S,2.83,2.84,-0.006747545788346446,-6.7475457883464465,23.95,0.2,24.03,0.09
2019-11-23,4,Dark,3,10,S.60.13,Symbiotic,60,RS3,15H 33M 0S,18H 8M 0S,S1,3H -25M 0S,2.58,3.27,-0.009617147175496776,-9.617147175496775,23.95,0.2,24.03,0.09
2019-11-23,4,Dark,3,11,B.60.27,Bleached,60,RS3,15H 34M 0S,18H 24M 0S,B4,3H -10M 0S,2.83,2.96,-0.008608463256863961,-8.608463256863962,23.95,0.2,24.03,0.09
2019-11-24,5,Light,1,2,B.6.29,Bleached,6,RS1,10H 32M 0S,12H 28M 0S,B1,2H -4M 0S,1.93,1.9,-0.004906374360550967,-4.906374360550967,25.1,0.22,25.19,0.22
2019-11-24,5,Light,1,3,S.6.26,Symbiotic,6,RS1,10H 33M 0S,13H 0M 0S,S1,3H -33M 0S,2.45,2.45,0.010239981768274963,10.239981768274964,25.1,0.22,25.19,0.22
2019-11-24,5,Light,1,5,B.6.17,Bleached,6,RS1,10H 34M 0S,12H 33M 0S,B2,2H -1M 0S,1.98,3.29,-0.004562580628137365,-4.562580628137365,25.1,0.22,25.19,0.22
2019-11-24,5,Light,1,6,S.6.28,Symbiotic,6,RS1,10H 35M 0S,13H 4M 0S,S2,3H -31M 0S,2.48,2.32,0.009925882542315639,9.92588254231564,25.1,0.22,25.19,0.22
2019-11-24,5,Light,1,9,B.53.21,Bleached,53,RS2,10H 38M 0S,12H 39M 0S,B5,2H 1M 0S,2.02,1.43,-0.010236610498494097,-10.236610498494096,25.1,0.22,25.19,0.22
2019-11-24,5,Light,1,11,S.53.7,Symbiotic,53,RS2,10H 39M 0S,13H 7M 0S,S1,3H -32M 0S,2.47,1.55,0.009069226951809239,9.069226951809238,25.1,0.22,25.19,0.22
2019-11-24,5,Light,1,12,B.53.42,Bleached,53,RS2,10H 40M 0S,12H 42M 0S,B2,2H 2M 0S,2.03,1.63,-0.007123651568643494,-7.123651568643494,25.1,0.22,25.19,0.22
2019-11-24,5,Light,2,1,S.53.8,Symbiotic,53,RS2,10H 41M 0S,13H 10M 0S,S2,3H -31M 0S,2.48,1.39,0.00921894807248412,9.218948072484121,25.1,0.22,24.97,0.2
2019-11-24,5,Light,2,2,B.60.8,Bleached,60,RS3,10H 43M 0S,12H 45M 0S,B1,2H 2M 0S,2.03,2.81,-0.003871018472991333,-3.871018472991333,25.1,0.22,24.97,0.2
2019-11-24,5,Light,2,4,S.60.18,Symbiotic,60,RS3,10H 44M 0S,13H 13M 0S,S1,3H -31M 0S,2.48,2.16,0.010104830830993736,10.104830830993736,25.1,0.22,24.97,0.2
2019-11-24,5,Light,2,5,B.60.26,Bleached,60,RS3,10H 45M 0S,12H 48M 0S,B2,2H 3M 0S,2.05,2.77,-0.005711967219257423,-5.711967219257423,25.1,0.22,24.97,0.2
2019-11-24,5,Light,2,6,S.60.24,Symbiotic,60,RS3,10H 46M 0S,13H 15M 0S,S2,3H -31M 0S,2.48,3.17,0.007264368295953401,7.264368295953401,25.1,0.22,24.97,0.2
2019-11-24,5,Light,2,7,S.6.10,Symbiotic,6,RS1,10H 48M 0S,13H 57M 0S,S3,3H 9M 0S,3.15,2.19,0.00972777550143684,9.72777550143684,25.1,0.22,24.97,0.2
2019-11-24,5,Light,2,8,B.6.22,Bleached,6,RS1,10H 49M 0S,13H 27M 0S,B3,3H -22M 0S,2.63,2.4,-0.009038356471411413,-9.038356471411413,25.1,0.22,24.97,0.2
2019-11-24,5,Light,2,9,S.6.32,Symbiotic,6,RS1,10H 59M 0S,14H 9M 0S,S4,4H -50M 0S,3.17,3.15,0.008518662472344223,8.518662472344223,25.1,0.22,24.97,0.2
2019-11-24,5,Light,2,10,B.6.8,Bleached,6,RS1,10H 52M 0S,13H 31M 0S,B4,3H -21M 0S,2.65,2.82,-0.008820294557288591,-8.820294557288591,25.1,0.22,24.97,0.2
2019-11-24,5,Light,2,11,S.53.2,Symbiotic,53,RS2,10H 53M 0S,14H 3M 0S,S3,4H -50M 0S,3.17,1.4,0.016481096015681217,16.481096015681217,25.1,0.22,24.97,0.2
2019-11-24,5,Light,3,7,B.53.40,Bleached,53,RS2,11H 2M 0S,13H 44M 0S,B3,2H 42M 0S,2.7,1.38,-0.013240458715590358,-13.240458715590357,25.1,0.22,25.12,0.17
2019-11-24,5,Light,3,1,S.53.33,Symbiotic,53,RS2,10H 55M 0S,14H 6M 0S,S4,4H -49M 0S,3.18,2,0.009397975869191638,9.397975869191638,25.1,0.22,25.12,0.17
2019-11-24,5,Light,3,2,B.53.19,Bleached,53,RS2,10H 57M 0S,13H 36M 0S,B4,3H -21M 0S,2.65,1.83,-0.007754214089414915,-7.754214089414916,25.1,0.22,25.12,0.17
2019-11-24,5,Light,3,4,S.60.2,Symbiotic,60,RS3,10H 58M 0S,14H 10M 0S,S3,4H -48M 0S,3.2,2.2,0.009135961839345171,9.135961839345171,25.1,0.22,25.12,0.17
2019-11-24,5,Light,3,5,B.60.19,Bleached,60,RS3,10H 59M 0S,13H 40M 0S,B3,3H -19M 0S,2.68,2.84,-0.007274804760776338,-7.2748047607763375,25.1,0.22,25.12,0.17
2019-11-24,5,Light,3,10,S.60.13,Symbiotic,60,RS3,11H 1M 0S,14H 12M 0S,S1,3H 11M 0S,3.18,3.27,0.007754036748029429,7.754036748029429,25.1,0.22,25.12,0.17
2019-11-24,5,Light,3,11,B.60.27,Bleached,60,RS3,11H 4M 0S,13H 47M 0S,B4,2H 43M 0S,2.72,2.96,-0.008153803700486696,-8.153803700486696,25.1,0.22,25.12,0.17
2019-11-24,5,Dark,1,2,B.6.29,Bleached,6,RS1,14H 38M 0S,16H 24M 0S,B1,2H -14M 0S,1.77,1.9,-0.011140812929331749,-11.140812929331748,24.91,0.16,25.03,0.03
2019-11-24,5,Dark,1,3,S.6.26,Symbiotic,6,RS1,14H 39M 0S,16H 42M 0S,S1,2H 3M 0S,2.05,2.45,-0.015194937522026863,-15.194937522026864,24.91,0.16,25.03,0.03
2019-11-24,5,Dark,1,5,B.6.17,Bleached,6,RS1,14H 40M 0S,16H 26M 0S,B2,2H -14M 0S,1.77,3.29,-0.0072015101199221524,-7.201510119922152,24.91,0.16,25.03,0.03
2019-11-24,5,Dark,1,6,S.6.28,Symbiotic,6,RS1,14H 43M 0S,16H 44M 0S,S2,2H 1M 0S,2.02,2.32,-0.015680357784939446,-15.680357784939446,24.91,0.16,25.03,0.03
2019-11-24,5,Dark,1,9,B.53.21,Bleached,53,RS2,14H 45M 0S,16H 29M 0S,B5,2H -16M 0S,1.73,1.43,-0.01281526897070337,-12.81526897070337,24.91,0.16,25.03,0.03
2019-11-24,5,Dark,1,11,S.53.7,Symbiotic,53,RS2,14H 47M 0S,16H 46M 0S,S1,2H -1M 0S,1.98,1.55,-0.02158083048179231,-21.580830481792308,24.91,0.16,25.03,0.03
2019-11-24,5,Dark,1,12,B.53.42,Bleached,53,RS2,14H 48M 0S,16H 31M 0S,B2,2H -17M 0S,1.72,1.63,-0.010794328332480799,-10.794328332480799,24.91,0.16,25.03,0.03
2019-11-24,5,Dark,2,1,S.53.8,Symbiotic,53,RS2,14H 49M 0S,16H 48M 0S,S2,2H -1M 0S,1.98,1.39,-0.021358029485001317,-21.358029485001317,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,2,2,B.60.8,Bleached,60,RS3,14H 51M 0S,16H 34M 0S,B1,2H -17M 0S,1.72,2.81,-0.0068780474453660435,-6.878047445366043,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,2,4,S.60.18,Symbiotic,60,RS3,14H 52M 0S,16H 50M 0S,S1,2H -2M 0S,1.97,2.16,-0.014876117163691647,-14.876117163691646,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,2,5,B.60.26,Bleached,60,RS3,14H 53M 0S,16H 37M 0S,B2,2H -16M 0S,1.73,2.77,-0.008792323596465656,-8.792323596465655,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,2,6,S.60.24,Symbiotic,60,RS3,14H 55M 0S,16H 55M 0S,S2,2H 0M 0S,2,3.17,-0.011841166993056847,-11.841166993056847,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,2,7,S.6.10,Symbiotic,6,RS1,15H 0M 0S,16H 53M 0S,S3,1H 53M 0S,1.88,2.19,-0.016206261248377925,-16.206261248377924,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,2,8,B.6.22,Bleached,6,RS1,15H 1M 0S,17H 11M 0S,B3,2H 10M 0S,2.17,2.4,-0.009676488791962127,-9.676488791962127,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,2,9,S.6.32,Symbiotic,6,RS1,15H 3M 0S,17H 27M 0S,S4,2H 24M 0S,2.4,3.15,-0.01164042307978525,-11.64042307978525,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,2,10,B.6.8,Bleached,6,RS1,15H 4M 0S,17H 13M 0S,B4,2H 9M 0S,2.15,2.82,-0.009311186482134085,-9.311186482134085,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,2,11,S.53.2,Symbiotic,53,RS2,15H 6M 0S,17H 29M 0S,S3,2H 23M 0S,2.38,1.4,-0.022863195827075838,-22.863195827075838,24.91,0.16,24.7,0.11
2019-11-24,5,Dark,3,7,B.53.40,Bleached,53,RS2,15H 17M 0S,17H 20M 0S,B3,2H 3M 0S,2.05,1.38,-0.02170964075799927,-21.70964075799927,24.91,0.16,24.98,0.04
2019-11-24,5,Dark,3,1,S.53.33,Symbiotic,53,RS2,15H 8M 0S,17H 33M 0S,S4,2H 25M 0S,2.42,2,-0.01600682406416039,-16.00682406416039,24.91,0.16,24.98,0.04
2019-11-24,5,Dark,3,2,B.53.19,Bleached,53,RS2,15H 9M 0S,17H 16M 0S,B4,2H 7M 0S,2.12,1.83,-0.015741720450597803,-15.741720450597803,24.91,0.16,24.98,0.04
2019-11-24,5,Dark,3,4,S.60.2,Symbiotic,60,RS3,15H 13M 0S,17H 36M 0S,S3,2H 23M 0S,2.38,2.2,-0.015687579926626564,-15.687579926626563,24.91,0.16,24.98,0.04
2019-11-24,5,Dark,3,5,B.60.19,Bleached,60,RS3,15H 14M 0S,17H 18M 0S,B3,2H 4M 0S,2.07,2.84,-0.010683813651040984,-10.683813651040984,24.91,0.16,24.98,0.04
2019-11-24,5,Dark,3,10,S.60.13,Symbiotic,60,RS3,15H 16M 0S,17H 41M 0S,S1,2H 25M 0S,2.42,3.27,-0.015627041280680404,-15.627041280680404,24.91,0.16,24.98,0.04
2019-11-24,5,Dark,3,11,B.60.27,Bleached,60,RS3,15H 19M 0S,17H 24M 0S,B4,2H 5M 0S,2.08,2.96,-0.012371478476711866,-12.371478476711866,24.91,0.16,24.98,0.04
2019-11-25,6,Light,1,2,B.6.29,Bleached,6,RS1,10H 30M 0S,12H 42M 0S,B1,2H 12M 0S,2.2,1.9,-0.014083182175461461,-14.083182175461461,26.24,0.18,26.28,0.17
2019-11-25,6,Light,1,3,S.6.26,Symbiotic,6,RS1,10H 32M 0S,13H 11M 0S,S1,3H -21M 0S,2.65,2.45,0.009279174645038916,9.279174645038916,26.24,0.18,26.28,0.17
2019-11-25,6,Light,1,5,B.6.17,Bleached,6,RS1,10H 34M 0S,12H 46M 0S,B2,2H 12M 0S,2.2,3.29,-0.008339002693206535,-8.339002693206535,26.24,0.18,26.28,0.17
2019-11-25,6,Light,1,6,S.6.28,Symbiotic,6,RS1,10H 35M 0S,13H 31M 0S,S2,3H -4M 0S,2.93,2.32,0.007373921719982272,7.373921719982272,26.24,0.18,26.28,0.17
2019-11-25,6,Light,1,9,B.53.21,Bleached,53,RS2,10H 38M 0S,12H 50M 0S,B5,2H 12M 0S,2.2,1.43,-0.015870216622196093,-15.870216622196093,26.24,0.18,26.28,0.17
2019-11-25,6,Light,1,11,S.53.7,Symbiotic,53,RS2,10H 40M 0S,13H 17M 0S,S1,3H -23M 0S,2.62,1.55,0.011485395680331339,11.485395680331338,26.24,0.18,26.28,0.17
2019-11-25,6,Light,1,12,B.53.42,Bleached,53,RS2,10H 42M 0S,12H 53M 0S,B2,2H 11M 0S,2.18,1.63,-0.012409598650162843,-12.409598650162843,26.24,0.18,26.28,0.17
2019-11-25,6,Light,2,1,S.53.8,Symbiotic,53,RS2,10H 44M 0S,13H 20M 0S,S2,3H -24M 0S,2.6,1.39,0.00751068774426282,7.51068774426282,26.24,0.18,26.23,0.22
2019-11-25,6,Light,2,2,B.60.8,Bleached,60,RS3,10H 46M 0S,12H 56M 0S,B1,2H 10M 0S,2.17,2.81,-0.006753456388231387,-6.7534563882313865,26.24,0.18,26.23,0.22
2019-11-25,6,Light,2,4,S.60.18,Symbiotic,60,RS3,10H 48M 0S,13H 24M 0S,S1,3H -24M 0S,2.6,2.16,0.011200788017764569,11.20078801776457,26.24,0.18,26.23,0.22
2019-11-25,6,Light,2,5,B.60.26,Bleached,60,RS3,10H 50M 0S,13H 0M 0S,B2,3H -50M 0S,2.17,2.77,-0.007594628261744252,-7.594628261744252,26.24,0.18,26.23,0.22
2019-11-25,6,Light,2,6,S.60.24,Symbiotic,60,RS3,10H 51M 0S,13H 27M 0S,S2,3H -24M 0S,2.6,3.17,0.0067281758684501125,6.728175868450112,26.24,0.18,26.23,0.22
2019-11-25,6,Light,2,7,S.6.10,Symbiotic,6,RS1,10H 53M 0S,14H 9M 0S,S3,4H -44M 0S,3.27,2.19,0.007304623215724383,7.3046232157243836,26.24,0.18,26.23,0.22
2019-11-25,6,Light,2,8,B.6.22,Bleached,6,RS1,10H 54M 0S,13H 38M 0S,B3,3H -16M 0S,2.73,2.4,-0.00846469676691787,-8.46469676691787,26.24,0.18,26.23,0.22
2019-11-25,6,Light,2,9,S.6.32,Symbiotic,6,RS1,10H 57M 0S,14H 11M 0S,S4,4H -46M 0S,3.23,3.15,0.005555404740738862,5.555404740738862,26.24,0.18,26.23,0.22
2019-11-25,6,Light,2,10,B.6.8,Bleached,6,RS1,10H 59M 0S,13H 41M 0S,B4,3H -18M 0S,2.7,2.82,-0.008679214964793208,-8.679214964793209,26.24,0.18,26.23,0.22
2019-11-25,6,Light,2,11,S.53.2,Symbiotic,53,RS2,11H 0M 0S,14H 15M 0S,S3,3H 15M 0S,3.25,1.4,0.015725721293342262,15.725721293342263,26.24,0.18,26.23,0.22
2019-11-25,6,Light,3,7,B.53.40,Bleached,53,RS2,11H 10M 0S,13H 53M 0S,B3,2H 43M 0S,2.72,1.38,-0.015586364128270393,-15.586364128270393,26.24,0.18,26.21,0.14
2019-11-25,6,Light,3,1,S.53.33,Symbiotic,53,RS2,11H 3M 0S,14H 18M 0S,S4,3H 15M 0S,3.25,2,0.004818774136108813,4.8187741361088134,26.24,0.18,26.21,0.14
2019-11-25,6,Light,3,2,B.53.19,Bleached,53,RS2,11H 4M 0S,13H 45M 0S,B4,2H 41M 0S,2.68,1.83,-0.011373890606801077,-11.373890606801078,26.24,0.18,26.21,0.14
2019-11-25,6,Light,3,4,S.60.2,Symbiotic,60,RS3,11H 5M 0S,14H 22M 0S,S3,3H 17M 0S,3.28,2.2,0.007258159840603782,7.258159840603782,26.24,0.18,26.21,0.14
2019-11-25,6,Light,3,5,B.60.19,Bleached,60,RS3,11H 7M 0S,13H 49M 0S,B3,2H 42M 0S,2.7,2.84,-0.008229465667962375,-8.229465667962375,26.24,0.18,26.21,0.14
2019-11-25,6,Light,3,10,S.60.13,Symbiotic,60,RS3,11H 8M 0S,14H 25M 0S,S1,3H 17M 0S,3.28,3.27,0.007522645018441569,7.522645018441569,26.24,0.18,26.21,0.14
2019-11-25,6,Light,3,11,B.60.27,Bleached,60,RS3,11H 11M 0S,13H 56M 0S,B4,2H 45M 0S,2.75,2.96,-0.009543258828843507,-9.543258828843507,26.24,0.18,26.21,0.14
2019-11-25,6,Dark,1,2,B.6.29,Bleached,6,RS1,14H 46M 0S,16H 24M 0S,B1,2H -22M 0S,1.63,1.9,-0.010542656453557085,-10.542656453557084,25.87,0.14,25.99,0.04
2019-11-25,6,Dark,1,3,S.6.26,Symbiotic,6,RS1,14H 48M 0S,16H 42M 0S,S1,2H -6M 0S,1.9,2.45,-0.013360151479004162,-13.360151479004161,25.87,0.14,25.99,0.04
2019-11-25,6,Dark,1,5,B.6.17,Bleached,6,RS1,14H 49M 0S,16H 27M 0S,B2,2H -22M 0S,1.63,3.29,-0.006366309328634138,-6.366309328634138,25.87,0.14,25.99,0.04
2019-11-25,6,Dark,1,6,S.6.28,Symbiotic,6,RS1,14H 50M 0S,16H 46M 0S,S2,2H -4M 0S,1.93,2.32,-0.0161754423081556,-16.1754423081556,25.87,0.14,25.99,0.04
2019-11-25,6,Dark,1,9,B.53.21,Bleached,53,RS2,14H 53M 0S,16H 29M 0S,B5,2H -24M 0S,1.6,1.43,-0.0124016397257138,-12.401639725713801,25.87,0.14,25.99,0.04
2019-11-25,6,Dark,1,11,S.53.7,Symbiotic,53,RS2,14H 54M 0S,16H 48M 0S,S1,2H -6M 0S,1.9,1.55,-0.023141427889563467,-23.141427889563467,25.87,0.14,25.99,0.04
2019-11-25,6,Dark,1,12,B.53.42,Bleached,53,RS2,14H 59M 0S,16H 32M 0S,B2,2H -27M 0S,1.55,1.63,-0.01253863425768638,-12.53863425768638,25.87,0.14,25.99,0.04
2019-11-25,6,Dark,2,1,S.53.8,Symbiotic,53,RS2,15H 1M 0S,16H 50M 0S,S2,1H 49M 0S,1.82,1.39,-0.021254548798380398,-21.254548798380398,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,2,2,B.60.8,Bleached,60,RS3,15H 3M 0S,16H 34M 0S,B1,1H 31M 0S,1.52,2.81,-0.007811201561109643,-7.811201561109644,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,2,4,S.60.18,Symbiotic,60,RS3,15H 6M 0S,16H 54M 0S,S1,1H 48M 0S,1.8,2.16,-0.019611450785490564,-19.611450785490565,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,2,5,B.60.26,Bleached,60,RS3,15H 8M 0S,16H 36M 0S,B2,1H 28M 0S,1.47,2.77,-0.009370837168747507,-9.370837168747506,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,2,6,S.60.2,Symbiotic,60,RS3,15H 10M 0S,16H 56M 0S,S3,1H 46M 0S,1.77,2.2,-0.017717941784733997,-17.717941784734,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,2,7,S.6.10,Symbiotic,6,RS1,15H 11M 0S,16H 59M 0S,S3,1H 48M 0S,1.8,2.19,-0.019720781495176896,-19.720781495176897,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,2,8,B.6.22,Bleached,6,RS1,15H 12M 0S,17H 14M 0S,B3,2H 2M 0S,2.03,2.4,-0.011063083940840435,-11.063083940840436,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,2,9,S.6.32,Symbiotic,6,RS1,15H 14M 0S,17H 33M 0S,S4,2H 19M 0S,2.32,3.15,-0.015069879577726888,-15.069879577726889,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,2,10,B.6.8,Bleached,6,RS1,15H 15M 0S,17H 17M 0S,B4,2H 2M 0S,2.03,2.82,-0.012538752918941862,-12.538752918941862,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,2,11,S.53.2,Symbiotic,53,RS2,15H 17M 0S,17H 35M 0S,S3,2H 18M 0S,2.3,1.4,-0.0277640506390909,-27.7640506390909,25.87,0.14,25.71,0.11
2019-11-25,6,Dark,3,1,S.53.33,Symbiotic,53,RS2,15H 13M 0S,17H 38M 0S,S4,2H 25M 0S,2.42,2,-0.01831050918074487,-18.31050918074487,25.87,0.14,25.9,0.06
2019-11-25,6,Dark,3,2,B.53.19,Bleached,53,RS2,15H 22M 0S,17H 20M 0S,B4,2H -2M 0S,1.97,1.83,-0.02084492365574002,-20.84492365574002,25.87,0.14,25.9,0.06
2019-11-25,6,Dark,3,4,S.60.24,Symbiotic,60,RS3,15H 23M 0S,17H 42M 0S,S2,2H 19M 0S,2.32,3.17,-0.013151403235345928,-13.151403235345928,25.87,0.14,25.9,0.06
2019-11-25,6,Dark,3,5,B.60.19,Bleached,60,RS3,15H 25M 0S,17H 22M 0S,B3,2H -3M 0S,1.95,2.84,-0.013054820761132704,-13.054820761132703,25.87,0.14,25.9,0.06
2019-11-25,6,Dark,3,10,S.60.13,Symbiotic,60,RS3,15H 27M 0S,17H 45M 0S,S1,2H 18M 0S,2.3,3.27,-0.014065980994265748,-14.065980994265749,25.87,0.14,25.9,0.06
2019-11-25,6,Dark,3,7,B.53.40,Bleached,53,RS2,15H 28M 0S,17H 24M 0S,B3,2H -4M 0S,1.93,1.38,-0.026074626597205646,-26.074626597205647,25.87,0.14,25.9,0.06
2019-11-25,6,Dark,3,11,B.60.27,Bleached,60,RS3,15H 29M 0S,17H 27M 0S,B4,2H -2M 0S,1.97,2.96,-0.014931409361933797,-14.931409361933797,25.87,0.14,25.9,0.06
2019-11-26,7,Light,1,2,B.6.29,Bleached,6,RS1,10H 27M 0S,12H 41M 0S,B1,2H 14M 0S,2.23,1.9,-0.014922055620624613,-14.922055620624613,27.15,0.19,27.23,0.11
2019-11-26,7,Light,1,3,S.6.26,Symbiotic,6,RS1,10H 28M 0S,13H 11M 0S,S1,3H -17M 0S,2.72,2.45,0.008771424326164864,8.771424326164864,27.15,0.19,27.23,0.11
2019-11-26,7,Light,1,5,B.6.17,Bleached,6,RS1,10H 28M 0S,12H 44M 0S,B2,2H 16M 0S,2.27,3.29,-0.006443568552655732,-6.443568552655732,27.15,0.19,27.23,0.11
2019-11-26,7,Light,1,6,S.6.28,Symbiotic,6,RS1,10H 31M 0S,13H 15M 0S,S2,3H -16M 0S,2.73,2.32,0.010177992511408931,10.177992511408931,27.15,0.19,27.23,0.11
2019-11-26,7,Light,1,9,B.53.21,Bleached,53,RS2,10H 34M 0S,12H 48M 0S,B5,2H 14M 0S,2.23,1.43,-0.012350575328353505,-12.350575328353505,27.15,0.19,27.23,0.11
2019-11-26,7,Light,1,11,S.53.7,Symbiotic,53,RS2,10H 35M 0S,13H 18M 0S,S1,3H -17M 0S,2.72,1.55,0.010330353821053765,10.330353821053766,27.15,0.19,27.23,0.11
2019-11-26,7,Light,1,12,B.53.42,Bleached,53,RS2,10H 36M 0S,12H 51M 0S,B2,2H 15M 0S,2.25,1.63,-0.011523824497121376,-11.523824497121376,27.15,0.19,27.23,0.11
2019-11-26,7,Light,2,1,S.53.8,Symbiotic,53,RS2,10H 38M 0S,13H 21M 0S,S2,3H -17M 0S,2.72,1.39,0.008366687396731557,8.366687396731557,27.15,0.19,27.06,0.26
2019-11-26,7,Light,2,2,B.60.8,Bleached,60,RS3,10H 39M 0S,12H 54M 0S,B1,2H 15M 0S,2.25,2.81,-0.00715597095186914,-7.15597095186914,27.15,0.19,27.06,0.26
2019-11-26,7,Light,2,4,S.60.18,Symbiotic,60,RS3,10H 40M 0S,13H 24M 0S,S1,3H -16M 0S,2.73,2.16,0.007141726592433114,7.141726592433114,27.15,0.19,27.06,0.26
2019-11-26,7,Light,2,5,B.60.26,Bleached,60,RS3,10H 42M 0S,12H 58M 0S,B2,2H 16M 0S,2.27,2.77,-0.008601043754162565,-8.601043754162564,27.15,0.19,27.06,0.26
2019-11-26,7,Light,2,6,S.60.24,Symbiotic,60,RS3,10H 43M 0S,13H 28M 0S,S2,3H -15M 0S,2.75,3.17,0.008089986428638191,8.089986428638191,27.15,0.19,27.06,0.26
2019-11-26,7,Light,2,7,S.6.10,Symbiotic,6,RS1,10H 44M 0S,14H 6M 0S,S3,4H -38M 0S,3.37,2.19,0.00755786074480205,7.55786074480205,27.15,0.19,27.06,0.26
2019-11-26,7,Light,2,8,B.6.22,Bleached,6,RS1,10H 45M 0S,13H 39M 0S,B3,3H -6M 0S,2.9,2.4,-0.011808494022685736,-11.808494022685736,27.15,0.19,27.06,0.26
2019-11-26,7,Light,2,9,S.6.32,Symbiotic,6,RS1,10H 47M 0S,14H 10M 0S,S4,4H -37M 0S,3.38,3.15,0.005243715724200197,5.243715724200197,27.15,0.19,27.06,0.26
2019-11-26,7,Light,2,10,B.6.8,Bleached,6,RS1,10H 48M 0S,13H 42M 0S,B4,3H -6M 0S,2.9,2.82,-0.010596370554890286,-10.596370554890285,27.15,0.19,27.06,0.26
2019-11-26,7,Light,2,11,S.53.2,Symbiotic,53,RS2,10H 49M 0S,14H 13M 0S,S3,4H -36M 0S,3.4,1.4,0.013628353915326333,13.628353915326333,27.15,0.19,27.06,0.26
2019-11-26,7,Light,3,7,B.53.40,Bleached,53,RS2,11H 1M 0S,13H 50M 0S,B3,2H 49M 0S,2.82,1.38,-0.013948404687909375,-13.948404687909374,27.15,0.19,27.16,0.11
2019-11-26,7,Light,3,1,S.53.33,Symbiotic,53,RS2,10H 52M 0S,14H 16M 0S,S4,4H -36M 0S,3.4,2,0.00888249479955196,8.88249479955196,27.15,0.19,27.16,0.11
2019-11-26,7,Light,3,4,S.60.2,Symbiotic,60,RS3,10H 55M 0S,14H 20M 0S,S3,4H -35M 0S,3.42,2.2,0.009625476868467195,9.625476868467194,27.15,0.19,27.16,0.11
