Date,Day,Incub_type,Waterbath,Position,Polyp_ID,State,Colony,Colony_ms,Time_inWB,Time_read,tank,Time_incub,Timeincub_dec,SA_cm2,Pn_mg,Pn_ug,Temp_byIncub_mean,Temp_byIncub_sd,Temp_byWB_mean,Temp_byWB_sd
2019-11-26,7,Light,3,5,B.60.19,Bleached,60,RS3,10H 56M 0S,13H 48M 0S,B3,3H -8M 0S,2.87,2.84,-0.009553516633948019,-9.55351663394802,27.15,0.19,27.16,0.11
2019-11-26,7,Light,3,10,S.60.13,Symbiotic,60,RS3,10H 53M 0S,14H 24M 0S,S1,4H -29M 0S,3.52,3.27,0.007500843112777696,7.500843112777696,27.15,0.19,27.16,0.11
2019-11-26,7,Light,3,11,B.60.27,Bleached,60,RS3,11H 2M 0S,13H 54M 0S,B4,2H 52M 0S,2.87,2.96,-0.010043177721534926,-10.043177721534926,27.15,0.19,27.16,0.11
2019-11-26,7,Dark,1,2,B.6.29,Bleached,6,RS1,14H 44M 0S,16H 25M 0S,B1,2H -19M 0S,1.68,1.9,-0.01762506273734452,-17.625062737344518,26.86,0.14,27,0.03
2019-11-26,7,Dark,1,3,S.6.26,Symbiotic,6,RS1,14H 46M 0S,16H 43M 0S,S1,2H -3M 0S,1.95,2.45,-0.02049632958340525,-20.49632958340525,26.86,0.14,27,0.03
2019-11-26,7,Dark,1,5,B.6.17,Bleached,6,RS1,14H 48M 0S,16H 28M 0S,B2,2H -20M 0S,1.67,3.29,-0.010782328572360077,-10.782328572360077,26.86,0.14,27,0.03
2019-11-26,7,Dark,1,6,S.6.28,Symbiotic,6,RS1,14H 49M 0S,16H 45M 0S,S2,2H -4M 0S,1.93,2.32,-0.021870088846647116,-21.870088846647118,26.86,0.14,27,0.03
2019-11-26,7,Dark,1,9,B.53.21,Bleached,53,RS2,14H 51M 0S,16H 30M 0S,B5,2H -21M 0S,1.65,1.43,-0.021951957241002962,-21.95195724100296,26.86,0.14,27,0.03
2019-11-26,7,Dark,1,11,S.53.7,Symbiotic,53,RS2,14H 53M 0S,16H 48M 0S,S1,2H -5M 0S,1.92,1.55,-0.02990176661198299,-29.90176661198299,26.86,0.14,27,0.03
2019-11-26,7,Dark,1,12,B.53.42,Bleached,53,RS2,14H 54M 0S,16H 33M 0S,B2,2H -21M 0S,1.65,1.63,-0.023136509801132743,-23.136509801132743,26.86,0.14,27,0.03
2019-11-26,7,Dark,2,1,S.53.8,Symbiotic,53,RS2,14H 55M 0S,16H 50M 0S,S2,2H -5M 0S,1.92,1.39,-0.03055217979513691,-30.55217979513691,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,2,2,B.60.8,Bleached,60,RS3,14H 57M 0S,16H 35M 0S,B1,2H -22M 0S,1.63,2.81,-0.014237045247074432,-14.237045247074432,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,2,4,S.60.18,Symbiotic,60,RS3,14H 58M 0S,16H 52M 0S,S1,2H -6M 0S,1.9,2.16,-0.022047259423072587,-22.047259423072585,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,2,5,B.60.26,Bleached,60,RS3,14H 59M 0S,16H 38M 0S,B2,2H -21M 0S,1.65,2.77,-0.014266632340038615,-14.266632340038615,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,2,6,S.60.24,Symbiotic,60,RS3,15H 1M 0S,16H 55M 0S,S2,1H 54M 0S,1.9,3.17,-0.017743973546785637,-17.743973546785636,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,2,7,S.6.10,Symbiotic,6,RS1,15H 2M 0S,17H 26M 0S,S3,2H 24M 0S,2.4,2.19,-0.024565177282453714,-24.565177282453714,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,2,8,B.6.22,Bleached,6,RS1,15H 3M 0S,17H 8M 0S,B3,2H 5M 0S,2.08,2.4,-0.016028304398444142,-16.028304398444142,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,2,9,S.6.32,Symbiotic,6,RS1,15H 5M 0S,17H 28M 0S,S4,2H 23M 0S,2.38,3.15,-0.01702399186762775,-17.02399186762775,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,2,10,B.6.8,Bleached,6,RS1,15H 6M 0S,17H 11M 0S,B4,2H 5M 0S,2.08,2.82,-0.016943415090874447,-16.943415090874446,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,2,11,S.53.2,Symbiotic,53,RS2,15H 7M 0S,17H 30M 0S,S3,2H 23M 0S,2.38,1.4,-0.031596298628933144,-31.596298628933145,26.86,0.14,26.7,0.08
2019-11-26,7,Dark,3,1,S.53.33,Symbiotic,53,RS2,15H 10M 0S,17H 34M 0S,S4,2H 24M 0S,2.4,2,-0.024415535790953485,-24.415535790953484,26.86,0.14,26.9,0.05
2019-11-26,7,Dark,3,4,S.60.2,Symbiotic,60,RS3,15H 12M 0S,17H 36M 0S,S3,2H 24M 0S,2.4,2.2,-0.022760335567533468,-22.760335567533467,26.86,0.14,26.9,0.05
2019-11-26,7,Dark,3,5,B.60.19,Bleached,60,RS3,15H 13M 0S,17H 16M 0S,B3,2H 3M 0S,2.05,2.84,-0.016303630781445547,-16.30363078144555,26.86,0.14,26.9,0.05
2019-11-26,7,Dark,3,10,S.60.13,Symbiotic,60,RS3,15H 15M 0S,17H 40M 0S,S1,2H 25M 0S,2.42,3.27,-0.020269451381397147,-20.269451381397147,26.86,0.14,26.9,0.05
2019-11-26,7,Dark,3,7,B.53.40,Bleached,53,RS2,15H 16M 0S,17H 19M 0S,B3,2H 3M 0S,2.05,1.38,-0.034605775330355595,-34.6057753303556,26.86,0.14,26.9,0.05
2019-11-26,7,Dark,3,11,B.60.27,Bleached,60,RS3,15H 17M 0S,17H 22M 0S,B4,2H 5M 0S,2.08,2.96,-0.019530161050713545,-19.530161050713545,26.86,0.14,26.9,0.05
2019-11-27,8,Light,1,2,B.6.29,Bleached,6,RS1,10H 31M 0S,12H 38M 0S,B1,2H 7M 0S,2.12,1.9,-0.012844638415506373,-12.844638415506372,28.08,0.16,28.17,0.1
2019-11-27,8,Light,1,3,S.6.26,Symbiotic,6,RS1,10H 32M 0S,13H 6M 0S,S1,3H -26M 0S,2.57,2.45,0.00976029037607106,9.76029037607106,28.08,0.16,28.17,0.1
2019-11-27,8,Light,1,5,B.6.17,Bleached,6,RS1,10H 33M 0S,12H 41M 0S,B2,2H 8M 0S,2.13,3.29,-0.0058853841323880055,-5.885384132388006,28.08,0.16,28.17,0.1
2019-11-27,8,Light,1,6,S.6.28,Symbiotic,6,RS1,10H 35M 0S,13H 10M 0S,S2,3H -25M 0S,2.58,2.32,0.011771729735708314,11.771729735708314,28.08,0.16,28.17,0.1
2019-11-27,8,Light,1,9,B.53.21,Bleached,53,RS2,10H 37M 0S,12H 43M 0S,B5,2H 6M 0S,2.1,1.43,-0.011814384896406316,-11.814384896406317,28.08,0.16,28.17,0.1
2019-11-27,8,Light,1,11,S.53.7,Symbiotic,53,RS2,10H 39M 0S,13H 14M 0S,S1,3H -25M 0S,2.58,1.55,0.009795165167805871,9.795165167805871,28.08,0.16,28.17,0.1
2019-11-27,8,Light,1,12,B.53.42,Bleached,53,RS2,10H 43M 0S,12H 47M 0S,B2,2H 4M 0S,2.07,1.63,-0.00924815189332886,-9.24815189332886,28.08,0.16,28.17,0.1
2019-11-27,8,Light,2,1,S.53.8,Symbiotic,53,RS2,10H 45M 0S,13H 16M 0S,S2,3H -29M 0S,2.52,1.39,0.011496426455210172,11.496426455210171,28.08,0.16,27.97,0.16
2019-11-27,8,Light,2,2,B.60.8,Bleached,60,RS3,10H 46M 0S,12H 49M 0S,B1,2H 3M 0S,2.05,2.81,-0.005956875897843834,-5.956875897843834,28.08,0.16,27.97,0.16
2019-11-27,8,Light,2,4,S.60.18,Symbiotic,60,RS3,10H 47M 0S,13H 19M 0S,S1,3H -28M 0S,2.53,2.16,0.009834738643762707,9.834738643762707,28.08,0.16,27.97,0.16
2019-11-27,8,Light,2,5,B.60.26,Bleached,60,RS3,10H 43M 0S,12H 53M 0S,B2,2H 10M 0S,2.17,2.77,-0.006322217600033012,-6.322217600033012,28.08,0.16,27.97,0.16
2019-11-27,8,Light,2,6,S.60.24,Symbiotic,60,RS3,10H 51M 0S,13H 22M 0S,S2,3H -29M 0S,2.52,3.17,0.004481458438149091,4.48145843814909,28.08,0.16,27.97,0.16
2019-11-27,8,Light,2,7,S.6.10,Symbiotic,6,RS1,10H 52M 0S,14H 2M 0S,S3,4H -50M 0S,3.17,2.19,0.014352231614938312,14.352231614938312,28.08,0.16,27.97,0.16
2019-11-27,8,Light,2,8,B.6.22,Bleached,6,RS1,10H 53M 0S,13H 33M 0S,B3,3H -20M 0S,2.67,2.4,-0.008677022489985347,-8.677022489985347,28.08,0.16,27.97,0.16
2019-11-27,8,Light,2,9,S.6.32,Symbiotic,6,RS1,10H 54M 0S,14H 4M 0S,S4,4H -50M 0S,3.17,3.15,0.008187621805656827,8.187621805656827,28.08,0.16,27.97,0.16
2019-11-27,8,Light,2,10,B.6.8,Bleached,6,RS1,10H 56M 0S,13H 36M 0S,B4,3H -20M 0S,2.67,2.82,-0.009561500267727324,-9.561500267727324,28.08,0.16,27.97,0.16
2019-11-27,8,Light,2,11,S.53.2,Symbiotic,53,RS2,10H 58M 0S,14H 7M 0S,S3,4H -51M 0S,3.15,1.4,0.012427914565564116,12.427914565564116,28.08,0.16,27.97,0.16
2019-11-27,8,Light,3,1,S.53.33,Symbiotic,53,RS2,11H 2M 0S,14H 9M 0S,S4,3H 7M 0S,3.12,2,0.009229408938263623,9.229408938263623,28.08,0.16,28.1,0.13
2019-11-27,8,Light,3,4,S.60.2,Symbiotic,60,RS3,11H 4M 0S,14H 12M 0S,S3,3H 8M 0S,3.13,2.2,0.009238557787959518,9.238557787959518,28.08,0.16,28.1,0.13
2019-11-27,8,Light,3,5,B.60.19,Bleached,60,RS3,11H 5M 0S,13H 42M 0S,B3,2H 37M 0S,2.62,2.84,-0.006515206144695104,-6.515206144695104,28.08,0.16,28.1,0.13
2019-11-27,8,Light,3,10,S.60.13,Symbiotic,60,RS3,11H 6M 0S,14H 16M 0S,S1,3H 10M 0S,3.17,3.27,0.009324563958786622,9.324563958786623,28.08,0.16,28.1,0.13
2019-11-27,8,Light,3,7,B.53.40,Bleached,53,RS2,11H 8M 0S,13H 44M 0S,B3,2H 36M 0S,2.6,1.38,-0.010640674522769183,-10.640674522769183,28.08,0.16,28.1,0.13
2019-11-27,8,Dark,1,2,B.6.29,Bleached,6,RS1,14H 37M 0S,16H 19M 0S,B1,2H -18M 0S,1.7,1.9,-0.015268113012197247,-15.268113012197247,27.86,0.15,27.99,0.05
2019-11-27,8,Dark,1,3,S.6.26,Symbiotic,6,RS1,14H 38M 0S,16H 38M 0S,S1,2H 0M 0S,2,2.45,-0.01820840456888286,-18.20840456888286,27.86,0.15,27.99,0.05
2019-11-27,8,Dark,1,5,B.6.17,Bleached,6,RS1,14H 39M 0S,16H 22M 0S,B2,2H -17M 0S,1.72,3.29,-0.006850395287564918,-6.8503952875649174,27.86,0.15,27.99,0.05
2019-11-27,8,Dark,1,6,S.6.28,Symbiotic,6,RS1,14H 41M 0S,16H 41M 0S,S2,2H 0M 0S,2,2.32,-0.02019206516972543,-20.19206516972543,27.86,0.15,27.99,0.05
2019-11-27,8,Dark,1,9,B.53.21,Bleached,53,RS2,14H 43M 0S,16H 24M 0S,B5,2H -19M 0S,1.68,1.43,-0.018717529639328104,-18.717529639328106,27.86,0.15,27.99,0.05
2019-11-27,8,Dark,1,11,S.53.7,Symbiotic,53,RS2,14H 45M 0S,16H 43M 0S,S1,2H -2M 0S,1.97,1.55,-0.025862998084726738,-25.862998084726737,27.86,0.15,27.99,0.05
2019-11-27,8,Dark,1,12,B.53.42,Bleached,53,RS2,14H 46M 0S,16H 27M 0S,B2,2H -19M 0S,1.68,1.63,-0.014788560183144115,-14.788560183144115,27.86,0.15,27.99,0.05
2019-11-27,8,Dark,2,1,S.53.8,Symbiotic,53,RS2,14H 51M 0S,16H 46M 0S,S2,2H -5M 0S,1.92,1.39,-0.023563075199349883,-23.563075199349882,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,2,2,B.60.8,Bleached,60,RS3,14H 52M 0S,16H 29M 0S,B1,2H -23M 0S,1.62,2.81,-0.00799392771273144,-7.993927712731439,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,2,4,S.60.18,Symbiotic,60,RS3,14H 53M 0S,16H 50M 0S,S1,2H -3M 0S,1.95,2.16,-0.018424418999961504,-18.424418999961503,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,2,5,B.60.26,Bleached,60,RS3,14H 54M 0S,16H 32M 0S,B2,2H -22M 0S,1.63,2.77,-0.010026237214199837,-10.026237214199837,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,2,6,S.60.24,Symbiotic,60,RS3,14H 56M 0S,16H 53M 0S,S2,2H -3M 0S,1.95,3.17,-0.015446680065977167,-15.446680065977167,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,2,7,S.6.10,Symbiotic,6,RS1,14H 57M 0S,17H 27M 0S,S3,3H -30M 0S,2.5,2.19,-0.022275155796238812,-22.275155796238813,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,2,8,B.6.22,Bleached,6,RS1,14H 58M 0S,17H 7M 0S,B3,3H -51M 0S,2.15,2.4,-0.011051118423757838,-11.051118423757838,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,2,9,S.6.32,Symbiotic,6,RS1,14H 59M 0S,17H 30M 0S,S4,3H -29M 0S,2.52,3.15,-0.015348386219234414,-15.348386219234413,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,2,10,B.6.8,Bleached,6,RS1,15H 1M 0S,17H 11M 0S,B4,2H 10M 0S,2.17,2.82,-0.014168510456983646,-14.168510456983645,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,2,11,S.53.2,Symbiotic,53,RS2,15H 2M 0S,17H 32M 0S,S3,2H 30M 0S,2.5,1.4,-0.028458993709830713,-28.458993709830715,27.86,0.15,27.68,0.1
2019-11-27,8,Dark,3,1,S.53.33,Symbiotic,53,RS2,15H 4M 0S,17H 35M 0S,S4,2H 31M 0S,2.52,2,-0.018556644803230705,-18.556644803230704,27.86,0.15,27.89,0.04
2019-11-27,8,Dark,3,4,S.60.2,Symbiotic,60,RS3,15H 7M 0S,17H 38M 0S,S3,2H 31M 0S,2.52,2.2,-0.0198260263001953,-19.8260263001953,27.86,0.15,27.89,0.04
2019-11-27,8,Dark,3,5,B.60.19,Bleached,60,RS3,15H 8M 0S,17H 17M 0S,B3,2H 9M 0S,2.15,2.84,-0.01421941877933024,-14.21941877933024,27.86,0.15,27.89,0.04
2019-11-27,8,Dark,3,10,S.60.13,Symbiotic,60,RS3,15H 10M 0S,17H 42M 0S,S1,2H 32M 0S,2.53,3.27,-0.016700510778332234,-16.700510778332234,27.86,0.15,27.89,0.04
2019-11-27,8,Dark,3,7,B.53.40,Bleached,53,RS2,15H 11M 0S,17H 19M 0S,B3,2H 8M 0S,2.13,1.38,-0.029072177737876844,-29.072177737876846,27.86,0.15,27.89,0.04
2019-11-28,9,Light,1,2,B.6.29,Bleached,6,RS1,10H 31M 0S,12H 43M 0S,B1,2H 12M 0S,2.2,1.9,-0.02119953240215925,-21.19953240215925,30.08,0.2,30.21,0.05
2019-11-28,9,Light,1,3,S.6.26,Symbiotic,6,RS1,10H 33M 0S,13H 13M 0S,S1,3H -20M 0S,2.67,2.45,0.006815527344469327,6.815527344469327,30.08,0.2,30.21,0.05
2019-11-28,9,Light,1,5,B.6.17,Bleached,6,RS1,10H 34M 0S,12H 47M 0S,B2,2H 13M 0S,2.22,3.29,-0.010488461851681001,-10.488461851681,30.08,0.2,30.21,0.05
2019-11-28,9,Light,1,6,S.6.28,Symbiotic,6,RS1,10H 36M 0S,13H 18M 0S,S2,3H -18M 0S,2.7,2.32,0.00761436762083701,7.61436762083701,30.08,0.2,30.21,0.05
2019-11-28,9,Light,1,9,B.53.21,Bleached,53,RS2,10H 39M 0S,12H 50M 0S,B5,2H 11M 0S,2.18,1.43,-0.01698289061709874,-16.98289061709874,30.08,0.2,30.21,0.05
2019-11-28,9,Light,1,11,S.53.7,Symbiotic,53,RS2,10H 41M 0S,13H 20M 0S,S1,3H -21M 0S,2.65,1.55,0.00793070099942256,7.930700999422559,30.08,0.2,30.21,0.05
2019-11-28,9,Light,1,12,B.53.42,Bleached,53,RS2,10H 42M 0S,12H 53M 0S,B2,2H 11M 0S,2.18,1.63,-0.016157050489599714,-16.157050489599715,30.08,0.2,30.21,0.05
2019-11-28,9,Light,2,1,S.53.8,Symbiotic,53,RS2,10H 44M 0S,13H 24M 0S,S2,3H -20M 0S,2.67,1.39,0.002377542134520548,2.377542134520548,30.08,0.2,29.92,0.24
2019-11-28,9,Light,2,2,B.60.8,Bleached,60,RS3,10H 45M 0S,12H 56M 0S,B1,2H 11M 0S,2.18,2.81,-0.008885772178285876,-8.885772178285876,30.08,0.2,29.92,0.24
2019-11-28,9,Light,2,4,S.60.18,Symbiotic,60,RS3,10H 47M 0S,13H 26M 0S,S1,3H -21M 0S,2.65,2.16,0.0051703973366750795,5.170397336675079,30.08,0.2,29.92,0.24
2019-11-28,9,Light,2,5,B.60.26,Bleached,60,RS3,10H 48M 0S,12H 59M 0S,B2,2H 11M 0S,2.18,2.77,-0.010001070315924818,-10.001070315924819,30.08,0.2,29.92,0.24
2019-11-28,9,Light,2,6,S.60.24,Symbiotic,60,RS3,10H 50M 0S,13H 29M 0S,S2,3H -21M 0S,2.65,3.17,0.0047646395280195415,4.764639528019542,30.08,0.2,29.92,0.24
2019-11-28,9,Light,2,7,S.6.10,Symbiotic,6,RS1,10H 51M 0S,14H 16M 0S,S3,4H -35M 0S,3.42,2.19,0.006196352165714594,6.196352165714594,30.08,0.2,29.92,0.24
2019-11-28,9,Light,2,8,B.6.22,Bleached,6,RS1,10H 52M 0S,13H 45M 0S,B3,3H -7M 0S,2.88,2.4,-0.017127870559116815,-17.127870559116815,30.08,0.2,29.92,0.24
2019-11-28,9,Light,2,9,S.6.32,Symbiotic,6,RS1,10H 54M 0S,14H 20M 0S,S4,4H -34M 0S,3.43,3.15,0.007609204251481155,7.609204251481155,30.08,0.2,29.92,0.24
2019-11-28,9,Light,2,10,B.6.8,Bleached,6,RS1,10H 55M 0S,13H 50M 0S,B4,3H -5M 0S,2.92,2.82,-0.015622389702610939,-15.622389702610938,30.08,0.2,29.92,0.24
2019-11-28,9,Light,2,11,S.53.2,Symbiotic,53,RS2,10H 57M 0S,14H 22M 0S,S3,4H -35M 0S,3.42,1.4,0.010004059826810605,10.004059826810606,30.08,0.2,29.92,0.24
2019-11-28,9,Light,3,1,S.53.33,Symbiotic,53,RS2,10H 59M 0S,14H 24M 0S,S4,4H -35M 0S,3.42,2,0.004606643048358066,4.606643048358066,30.08,0.2,30.13,0.11
2019-11-28,9,Light,3,4,S.60.2,Symbiotic,60,RS3,11H 1M 0S,14H 28M 0S,S3,3H 27M 0S,3.45,2.2,0.005935713452417139,5.935713452417139,30.08,0.2,30.13,0.11
2019-11-28,9,Light,3,5,B.60.19,Bleached,60,RS3,11H 3M 0S,13H 57M 0S,B3,2H 54M 0S,2.9,2.84,-0.012011828986874392,-12.011828986874391,30.08,0.2,30.13,0.11
2019-11-28,9,Light,3,10,S.60.13,Symbiotic,60,RS3,11H 5M 0S,14H 32M 0S,S1,3H 27M 0S,3.45,3.27,0.004389670265819802,4.389670265819802,30.08,0.2,30.13,0.11
2019-11-28,9,Light,3,7,B.53.40,Bleached,53,RS2,11H 6M 0S,14H 1M 0S,B3,3H -5M 0S,2.92,1.38,-0.018612518802655235,-18.612518802655234,30.08,0.2,30.13,0.11
2019-11-28,9,Dark,1,2,B.6.29,Bleached,6,RS1,14H 51M 0S,16H 26M 0S,B1,2H -25M 0S,1.58,1.9,-0.01718566185839364,-17.18566185839364,29.83,0.17,29.99,0.04
2019-11-28,9,Dark,1,3,S.6.26,Symbiotic,6,RS1,14H 53M 0S,16H 46M 0S,S1,2H -7M 0S,1.88,2.45,-0.020051357196437188,-20.051357196437188,29.83,0.17,29.99,0.04
2019-11-28,9,Dark,1,5,B.6.17,Bleached,6,RS1,14H 54M 0S,16H 29M 0S,B2,2H -25M 0S,1.58,3.29,-0.010211487995632665,-10.211487995632664,29.83,0.17,29.99,0.04
2019-11-28,9,Dark,1,6,S.6.28,Symbiotic,6,RS1,14H 55M 0S,16H 49M 0S,S2,2H -6M 0S,1.9,2.32,-0.0222896772996028,-22.2896772996028,29.83,0.17,29.99,0.04
2019-11-28,9,Dark,1,9,B.53.21,Bleached,53,RS2,14H 57M 0S,16H 32M 0S,B5,2H -25M 0S,1.58,1.43,-0.019536760599671465,-19.536760599671467,29.83,0.17,29.99,0.04
2019-11-28,9,Dark,1,11,S.53.7,Symbiotic,53,RS2,14H 59M 0S,16H 52M 0S,S1,2H -7M 0S,1.88,1.55,-0.027603483612487878,-27.603483612487878,29.83,0.17,29.99,0.04
2019-11-28,9,Dark,1,12,B.53.42,Bleached,53,RS2,15H 0M 0S,16H 35M 0S,B2,1H 35M 0S,1.58,1.63,-0.023503672011686613,-23.503672011686614,29.83,0.17,29.99,0.04
2019-11-28,9,Dark,2,1,S.53.8,Symbiotic,53,RS2,15H 1M 0S,16H 54M 0S,S2,1H 53M 0S,1.88,1.39,-0.02507904149961338,-25.07904149961338,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,2,2,B.60.8,Bleached,60,RS3,15H 3M 0S,16H 37M 0S,B1,1H 34M 0S,1.57,2.81,-0.010350473457843455,-10.350473457843455,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,2,4,S.60.18,Symbiotic,60,RS3,15H 6M 0S,16H 57M 0S,S1,1H 51M 0S,1.85,2.16,-0.021644652605605722,-21.64465260560572,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,2,5,B.60.26,Bleached,60,RS3,15H 7M 0S,16H 41M 0S,B2,1H 34M 0S,1.57,2.77,-0.012898246396552685,-12.898246396552684,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,2,6,S.60.24,Symbiotic,60,RS3,15H 9M 0S,17H 1M 0S,S2,2H -8M 0S,1.87,3.17,-0.01633940823931914,-16.33940823931914,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,2,7,S.6.10,Symbiotic,6,RS1,15H 10M 0S,17H 36M 0S,S3,2H 26M 0S,2.43,2.19,-0.02290547648644699,-22.905476486446993,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,2,8,B.6.22,Bleached,6,RS1,15H 11M 0S,17H 15M 0S,B3,2H 4M 0S,2.07,2.4,-0.01936832548318329,-19.36832548318329,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,2,9,S.6.32,Symbiotic,6,RS1,15H 12M 0S,17H 39M 0S,S4,2H 27M 0S,2.45,3.15,-0.016751852349567144,-16.751852349567145,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,2,10,B.6.8,Bleached,6,RS1,15H 14M 0S,17H 18M 0S,B4,2H 4M 0S,2.07,2.82,-0.020312440641459314,-20.312440641459315,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,2,11,S.53.2,Symbiotic,53,RS2,15H 15M 0S,17H 41M 0S,S3,2H 26M 0S,2.43,1.4,-0.03232688836505731,-32.32688836505731,29.83,0.17,29.62,0.1
2019-11-28,9,Dark,3,1,S.53.33,Symbiotic,53,RS2,15H 19M 0S,17H 45M 0S,S4,2H 26M 0S,2.43,2,-0.0241617436662397,-24.1617436662397,29.83,0.17,29.9,0.04
2019-11-28,9,Dark,3,4,S.60.2,Symbiotic,60,RS3,15H 22M 0S,17H 47M 0S,S3,2H 25M 0S,2.42,2.2,-0.02290155917975117,-22.90155917975117,29.83,0.17,29.9,0.04
2019-11-28,9,Dark,3,5,B.60.19,Bleached,60,RS3,15H 23M 0S,17H 25M 0S,B3,2H 2M 0S,2.03,2.84,-0.01800443148906121,-18.004431489061208,29.83,0.17,29.9,0.04
2019-11-28,9,Dark,3,10,S.60.13,Symbiotic,60,RS3,15H 24M 0S,17H 52M 0S,S1,2H 28M 0S,2.47,3.27,-0.020979431068558957,-20.979431068558956,29.83,0.17,29.9,0.04
2019-11-28,9,Dark,3,7,B.53.40,Bleached,53,RS2,15H 25M 0S,17H 28M 0S,B3,2H 3M 0S,2.05,1.38,-0.03403516956896258,-34.03516956896258,29.83,0.17,29.9,0.04
2019-11-29,10,Light,1,2,B.6.29,Bleached,6,RS1,10H 48M 0S,12H 51M 0S,B1,2H 3M 0S,2.05,1.9,-0.015316546239625129,-15.31654623962513,32.1,0.27,32.18,0.12
2019-11-29,10,Light,1,3,S.6.26,Symbiotic,6,RS1,10H 49M 0S,13H 22M 0S,S1,3H -27M 0S,2.55,2.45,6.166941790556873e-4,0.6166941790556872,32.1,0.27,32.18,0.12
2019-11-29,10,Light,1,5,B.6.17,Bleached,6,RS1,10H 51M 0S,12H 57M 0S,B2,2H 6M 0S,2.1,3.29,-0.010044705913249507,-10.044705913249507,32.1,0.27,32.18,0.12
2019-11-29,10,Light,1,6,S.6.28,Symbiotic,6,RS1,10H 53M 0S,13H 25M 0S,S2,3H -28M 0S,2.53,2.32,0.004417194886222365,4.417194886222365,32.1,0.27,32.18,0.12
2019-11-29,10,Light,1,9,B.53.21,Bleached,53,RS2,10H 55M 0S,12H 59M 0S,B5,2H 4M 0S,2.07,1.43,-0.011503772786007317,-11.503772786007318,32.1,0.27,32.18,0.12
2019-11-29,10,Light,1,11,S.53.7,Symbiotic,53,RS2,10H 57M 0S,13H 29M 0S,S1,3H -28M 0S,2.53,1.55,0.0031919334703992834,3.191933470399283,32.1,0.27,32.18,0.12
2019-11-29,10,Light,1,12,B.53.42,Bleached,53,RS2,10H 59M 0S,13H 3M 0S,B2,3H -56M 0S,2.07,1.63,-0.01274186237036847,-12.74186237036847,32.1,0.27,32.18,0.12
2019-11-29,10,Light,2,1,S.53.8,Symbiotic,53,RS2,11H 0M 0S,13H 32M 0S,S2,2H 32M 0S,2.53,1.39,0.0014408869406462841,1.440886940646284,32.1,0.27,31.93,0.29
2019-11-29,10,Light,2,2,B.60.8,Bleached,60,RS3,11H 1M 0S,13H 7M 0S,B1,2H 6M 0S,2.1,2.81,-0.0074680347660804666,-7.468034766080467,32.1,0.27,31.93,0.29
2019-11-29,10,Light,2,4,S.60.18,Symbiotic,60,RS3,11H 3M 0S,13H 36M 0S,S1,2H 33M 0S,2.55,2.16,9.700066963780682e-4,0.9700066963780682,32.1,0.27,31.93,0.29
2019-11-29,10,Light,2,5,B.60.26,Bleached,60,RS3,11H 5M 0S,13H 10M 0S,B2,2H 5M 0S,2.08,2.77,-0.012351517448993415,-12.351517448993414,32.1,0.27,31.93,0.29
2019-11-29,10,Light,2,6,S.60.24,Symbiotic,60,RS3,11H 7M 0S,13H 39M 0S,S2,2H 32M 0S,2.53,3.17,0.0010033749085635827,1.0033749085635826,32.1,0.27,31.93,0.29
2019-11-29,10,Light,2,7,S.6.10,Symbiotic,6,RS1,11H 8M 0S,14H 19M 0S,S3,3H 11M 0S,3.18,2.19,0.006720820042109381,6.720820042109381,32.1,0.27,31.93,0.29
2019-11-29,10,Light,2,8,B.6.22,Bleached,6,RS1,11H 9M 0S,13H 51M 0S,B3,2H 42M 0S,2.7,2.4,-0.012882712927508103,-12.882712927508102,32.1,0.27,31.93,0.29
2019-11-29,10,Light,2,9,S.6.32,Symbiotic,6,RS1,11H 11M 0S,14H 23M 0S,S4,3H 12M 0S,3.2,3.15,0.0018621790393589053,1.8621790393589053,32.1,0.27,31.93,0.29
